Attention,Meditation,Familiarity,MentalEffort,Appreciation,SignalQuality,EventTagging,Delta,Theta,Alpha,Beta,Gamma
87,57,-96.36097,0.516864,3,1,-1.00,2.149715,6.673931,4.245051,2.228106,0.18375
75,69,-133.001598,0.266021,2,1,-1.00,3.970184,3.20219,1.289781,1.155026,0.181774
78,66,-97.599101,-0.558852,4,1,-1.00,3.09909,7.275449,4.690553,2.180708,0.451443
69,75,-89.148957,0.604543,4,1,-1.00,1.676017,2.515909,1.22618,0.693397,0.221324
54,75,-99.6224,0.519569,2,1,-1.00,6.728325,11.264987,6.178699,2.553741,0.57199
51,67,-99.768171,-1.684455,4,1,-1.00,3.03416,3.23546,2.426292,2.420303,0.281153
38,63,-93.672744,-0.227551,4,1,-1.00,2.302361,6.202666,2.972295,0.983013,0.164675
40,56,-87.80656,0.592829,4,1,-1.00,4.978459,8.294353,3.049046,1.492222,0.181261
43,56,-86.424786,0.08996,4,1,-1.00,2.313873,2.34288,1.80373,1.068582,0.16879
48,56,-89.277314,0.180845,3,1,-1.00,2.875802,3.089077,2.231964,1.632499,0.388094
61,66,-100.667398,-0.199013,4,1,-1.00,2.899771,4.833701,2.829944,1.54781,0.204512
70,56,-88.019485,0.447521,4,1,-1.00,2.374246,3.968129,2.999678,1.920597,0.118756
70,63,-91.668884,-1.737254,4,1,-1.00,8.296056,5.468119,1.946261,0.867241,0.218265
80,56,-94.690908,0.842494,3,1,-1.00,2.895707,3.084691,1.675946,1.281633,0.330716
67,43,-109.975459,-2.894655,4,1,-1.00,7.809997,10.313904,4.2903,1.445353,0.336812
63,54,-79.819995,-2.762703,4,1,-1.00,1.047725,2.568965,1.868819,1.002303,0.19975
54,44,-77.043353,1.361014,2,1,-1.00,5.192464,5.063791,3.15945,2.384337,0.239315
51,53,-75.331656,-0.696366,4,1,-1.00,3.065168,3.958153,2.740416,1.725869,0.369838
61,51,-75.389757,1.31011,4,1,-1.00,5.924819,4.637375,3.14262,1.337757,0.166972
67,43,-84.028741,-2.830311,4,1,-1.00,3.578733,4.998872,2.602461,1.123025,0.161293
66,56,-74.060452,-0.24848,4,1,-1.00,5.089594,9.829528,5.13095,1.585358,0.367271
56,57,-71.647986,1.840113,3,1,-1.00,1.674784,2.753148,1.680858,0.918778,0.138245
54,67,-84.281737,1.860071,4,1,-1.00,1.417071,2.644684,2.437106,0.902788,0.143614
44,90,-76.156615,0.804918,4,1,-1.00,4.752935,6.177425,2.598068,1.115595,0.238544
53,83,-73.432262,1.848555,2,1,-1.00,3.982344,6.867429,4.330183,1.40218,0.225405
54,87,-75.564181,0.344083,2,1,-1.00,3.174108,4.98156,3.332274,4.565275,0.718449
57,90,-76.824357,1.425651,4,1,-1.00,6.265513,5.917419,3.803879,2.2337,0.188953
51,69,-78.068539,1.698774,2,1,-1.00,4.084746,5.497148,2.866073,1.659989,0.389634
44,57,-101.378354,-1.429071,3,1,-1.00,3.45218,5.766003,2.701133,1.457289,0.208392
48,57,-73.091381,1.294303,4,1,-1.00,2.556794,3.812975,1.55892,0.939618,0.126959
43,44,-71.388187,-2.263446,3,1,-1.00,17.886867,19.212547,9.380836,8.456531,1.393176
44,43,-69.277949,1.105233,3,1,-1.00,2.144912,1.992666,1.633632,0.971086,0.15151
50,60,-99.93778,2.288357,3,1,-1.00,4.947838,4.860709,1.961026,0.852332,0.172743
56,64,-73.430939,2.409642,3,1,-1.00,2.403177,7.025089,4.021725,1.158726,0.18468
53,67,-57.465891,-2.424356,2,1,-1.00,5.128339,7.213835,3.307976,1.209451,0.341294
57,77,-50.864255,2.494503,3,1,-1.00,1.635869,2.741546,1.699147,1.488259,0.233184
51,80,-57.110341,-1.288768,3,1,-1.00,2.054316,4.797553,3.297749,1.246577,0.362739
48,77,-70.607982,-1.496245,4,1,-1.00,4.398166,11.673856,5.874618,1.309192,0.177629
50,88,-58.242535,-3.230946,3,1,-1.00,2.999869,4.075997,2.044332,1.034461,0.097082
53,83,-61.172568,1.794046,4,1,-1.00,1.951499,2.397386,0.997147,1.543786,0.268447
60,70,-45.017133,2.298504,2,1,-1.00,3.903132,4.313957,2.629301,1.459795,0.257982
57,66,-40.918727,2.090403,4,1,-1.00,6.853535,9.548379,5.859838,4.843507,0.782209
53,47,-44.733138,2.568969,4,1,-1.00,7.654865,14.114508,7.808124,2.582949,0.562263
50,47,-42.24217,2.564024,3,1,-1.00,5.3955,6.511931,3.69581,1.37645,0.256712
44,47,-46.997688,1.543704,4,1,-1.00,5.568924,3.992192,1.989682,1.115763,0.230775
40,43,-41.596162,-2.205006,4,1,-1.00,2.324337,5.29839,2.923481,1.064516,0.12083
51,51,-35.275752,-0.492002,2,1,-1.00,4.650018,3.746602,2.426651,2.206756,0.577267
51,54,-33.459365,1.400166,2,1,-1.00,3.707252,3.088064,1.955383,1.125792,0.299808
53,64,-31.423245,1.608125,3,1,-1.00,2.309768,2.758967,1.448725,0.957181,0.140051
54,61,-34.831722,2.004172,3,1,-1.00,2.354369,3.78489,2.657519,1.2413,0.197657
56,63,-55.485625,1.15008,2,1,-1.00,2.354312,5.193207,4.205154,2.161626,0.400848
57,56,-40.726131,1.332509,4,1,-1.00,2.22866,3.478309,1.554148,1.314479,0.237925
53,53,-46.772793,2.081968,4,1,-1.00,4.479612,7.865421,3.967617,2.909674,0.520756
44,43,-57.148289,2.010046,4,1,-1.00,5.359779,5.778655,3.682622,1.735466,0.385688
35,40,-36.11613,1.563859,2,1,-1.00,5.424819,5.891547,4.508779,2.236751,0.261815
34,50,-41.255091,0.845116,3,1,-1.00,3.852193,5.901552,2.190917,0.836417,0.224561
44,35,-46.912108,-4.001155,4,1,-1.00,6.538524,5.366657,2.018327,1.15806,0.317044
61,56,-41.725223,1.156737,4,1,-1.00,4.418562,5.434951,3.302208,1.844547,0.3968
56,54,-47.344204,1.999194,3,1,-1.00,2.732694,5.120742,4.65639,2.402452,0.330282
50,51,-40.702211,1.766511,3,1,-1.00,4.94886,8.003571,2.977225,0.962592,0.270665
50,57,-43.591214,1.631285,3,1,-1.00,2.619562,6.889721,6.420042,3.122289,0.581864
40,54,-42.683036,1.763031,2,1,-1.00,1.648204,2.043066,1.427956,0.844078,0.137105
51,56,-56.703055,0.800475,2,1,-1.00,3.696203,5.4784,2.725472,0.96086,0.222502
64,56,-58.505108,-0.159917,3,1,-1.00,1.751789,3.901629,2.94325,0.844066,0.185632
57,54,-100.192324,0.050995,4,1,-1.00,4.401218,4.27166,2.44668,2.356472,0.460421
54,53,-42.297565,1.504293,3,1,-1.00,1.904425,5.192304,3.932849,1.47486,0.243701
47,48,-45.310423,1.436758,4,1,-1.00,1.337004,2.45109,2.628366,2.189598,0.230389
38,47,-44.468671,1.373476,4,1,-1.00,1.621353,4.306031,4.322569,2.865754,0.553029
30,51,-46.27394,-4.739687,3,1,-1.00,3.307539,5.683224,4.143375,1.194212,0.234117
34,50,-45.294214,0.758514,4,1,-1.00,2.327486,6.657367,3.099152,1.295266,0.160444
48,50,-47.268958,0.876714,4,1,-1.00,2.111091,2.042725,1.621172,1.668167,0.365682
51,47,-59.822848,0.735486,3,1,-1.00,2.68781,4.448684,3.551352,1.957261,0.182848
54,48,-74.477779,0.284177,4,1,-1.00,3.8122,3.679498,1.916552,1.452637,0.193413
