Attention,Meditation,Familiarity,MentalEffort,Appreciation,SignalQuality,EventTagging,Delta,Theta,Alpha,Beta,Gamma
57.000000,21.000000,218.017624,-9.389547,2.000000,1.000000,-1.000000,2.322299,2.983249,1.365790,0.358333,0.127595,
57.000000,23.000000,145.788036,-4.572297,2.000000,1.000000,-1.000000,11.347551,7.582492,3.986270,2.638768,0.348404,
83.000000,30.000000,174.257355,-8.913073,1.000000,1.000000,-1.000000,4.326959,3.932898,1.912494,0.690082,0.233064,
90.000000,41.000000,172.904028,-3.928711,1.000000,1.000000,-1.000000,3.072231,7.351504,6.174019,2.661549,0.709464,
74.000000,56.000000,186.119397,-6.340507,1.000000,1.000000,-1.000000,3.701730,4.608463,2.374982,1.227071,0.277613,
61.000000,60.000000,99.850743,-4.797675,1.000000,1.000000,-1.000000,2.085946,5.157637,3.242103,0.679275,0.123667,
53.000000,57.000000,155.876189,-5.700870,2.000000,1.000000,-1.000000,5.005977,7.143091,3.857819,1.272611,0.221034,
47.000000,56.000000,146.722662,-3.415412,2.000000,1.000000,-1.000000,2.169056,3.140885,1.870893,0.366782,0.112421,
43.000000,37.000000,162.916643,-7.041374,2.000000,1.000000,-1.000000,2.651132,8.301359,8.414078,1.346946,0.194450,
50.000000,34.000000,179.552753,-2.756496,2.000000,1.000000,-1.000000,1.815352,4.458979,3.255564,0.940054,0.045114,
50.000000,34.000000,130.719473,-2.250214,2.000000,1.000000,-1.000000,4.208329,5.784128,3.603366,0.543704,0.044870,
